favorite,favorite_region,favorite_seed,underdog,underdog_region,underdog_seed
2018_Villanova,East,1,2018_Ohio State,West,5
2018_Villanova,East,1,2018_Providence,West,10
2018_Villanova,East,1,2018_San Diego State,West,11
2018_Villanova,East,1,2018_South Dakota State,West,12
2018_Villanova,East,1,2018_Texas A&M,West,7
2018_Villanova,East,1,2018_Texas Southern,West,16
2018_Villanova,East,1,2018_UNC,West,2
2018_Villanova,East,1,2018_Xavier,West,1
2018_Virginia,South,1,2018_Alabama,East,9
2018_Virginia,South,1,2018_Arkansas,East,7
2018_Virginia,South,1,2018_Butler,East,10
2018_Virginia,South,1,2018_Cal State Fullerton,East,15
2018_Virginia,South,1,2018_Florida,East,6
2018_Virginia,South,1,2018_LIU-Brooklyn,East,16
2018_Virginia,South,1,2018_Marshall,East,13
2018_Virginia,South,1,2018_Murray State,East,12
2018_Virginia,South,1,2018_Purdue,East,2
2018_Virginia,South,1,2018_Radford,East,16
2018_Virginia,South,1,2018_St. Bonaventure,East,11
2018_Virginia,South,1,2018_Stephen F. Austin,East,14
2018_Virginia,South,1,2018_Texas Tech,East,3
2018_Virginia,South,1,2018_UCLA,East,11
2018_Virginia,South,1,2018_Villanova,East,1
2018_Virginia,South,1,2018_Virginia Tech,East,8
2018_Virginia,South,1,2018_West Virginia,East,5
2018_Virginia,South,1,2018_Wichita State,East,4
2018_Virginia,South,1,2018_Arizona State,Midwest,11
2018_Virginia,South,1,2018_Auburn,Midwest,4
2018_Virginia,South,1,2018_Bucknell,Midwest,14
2018_Virginia,South,1,2018_Clemson,Midwest,5
2018_Virginia,South,1,2018_College of Charleston,Midwest,13
2018_Virginia,South,1,2018_Duke,Midwest,2
2018_Virginia,South,1,2018_Iona,Midwest,15
2018_Virginia,South,1,2018_Michigan State,Midwest,3
2018_Virginia,South,1,2018_New Mexico State,Midwest,12
2018_Virginia,South,1,2018_North Carolina State,Midwest,9
2018_Virginia,South,1,2018_Oklahoma,Midwest,10
2018_Virginia,South,1,2018_Penn,Midwest,16
2018_Virginia,South,1,2018_Rhode Island,Midwest,7
2018_Virginia,South,1,2018_Seton Hall,Midwest,8
2018_Virginia,South,1,2018_Syracuse,Midwest,11
2018_Virginia,South,1,2018_Texas Christian,Midwest,6
2018_Virginia,South,1,2018_Arizona,South,4
2018_Virginia,South,1,2018_Buffalo,South,13
2018_Virginia,South,1,2018_Cincinnati,South,2
2018_Virginia,South,1,2018_Creighton,South,8
2018_Virginia,South,1,2018_Davidson,South,12
2018_Virginia,South,1,2018_Georgia State,South,15
2018_Virginia,South,1,2018_Kansas State,South,9
2018_Virginia,South,1,2018_Kentucky,South,5
2018_Virginia,South,1,2018_Loyola (IL),South,11
2018_Virginia,South,1,2018_Miami (FL),South,6
2018_Virginia,South,1,2018_Nevada,South,7
2018_Virginia,South,1,2018_Tennessee,South,3
2018_Virginia,South,1,2018_Texas,South,10
2018_Virginia,South,1,2018_UMBC,South,16
2018_Virginia,South,1,2018_Wright State,South,14
2018_Virginia,South,1,2018_Florida State,West,9
2018_Virginia,South,1,2018_Gonzaga,West,4
2018_Virginia,South,1,2018_Houston,West,6
2018_Virginia,South,1,2018_Lipscomb,West,15
2018_Virginia,South,1,2018_Michigan,West,3
2018_Virginia,South,1,2018_Missouri,West,8
2018_Virginia,South,1,2018_Montana,West,14
2018_Virginia,South,1,2018_North Carolina Central,West,16
2018_Virginia,South,1,2018_North Carolina-Greensboro,West,13
2018_Virginia,South,1,2018_Ohio State,West,5
2018_Virginia,South,1,2018_Providence,West,10
2018_Virginia,South,1,2018_San Diego State,West,11
2018_Virginia,South,1,2018_South Dakota State,West,12
2018_Virginia,South,1,2018_Texas A&M,West,7
2018_Virginia,South,1,2018_Texas Southern,West,16
2018_Virginia,South,1,2018_UNC,West,2
2018_Virginia,South,1,2018_Xavier,West,1
2018_Virginia Tech,East,8,2018_Alabama,East,9
2018_Virginia Tech,East,8,2018_Butler,East,10
2018_Virginia Tech,East,8,2018_Cal State Fullerton,East,15
2018_Virginia Tech,East,8,2018_LIU-Brooklyn,East,16
2018_Virginia Tech,East,8,2018_Marshall,East,13
2018_Virginia Tech,East,8,2018_Murray State,East,12
2018_Virginia Tech,East,8,2018_Radford,East,16
2018_Virginia Tech,East,8,2018_St. Bonaventure,East,11
2018_Virginia Tech,East,8,2018_Stephen F. Austin,East,14
2018_Virginia Tech,East,8,2018_UCLA,East,11
2018_Virginia Tech,East,8,2018_Arizona State,Midwest,11
2018_Virginia Tech,East,8,2018_Bucknell,Midwest,14
2018_Virginia Tech,East,8,2018_College of Charleston,Midwest,13
2018_Virginia Tech,East,8,2018_Iona,Midwest,15
2018_Virginia Tech,East,8,2018_New Mexico State,Midwest,12
2018_Virginia Tech,East,8,2018_North Carolina State,Midwest,9
2018_Virginia Tech,East,8,2018_Oklahoma,Midwest,10
2018_Virginia Tech,East,8,2018_Penn,Midwest,16
2018_Virginia Tech,East,8,2018_Syracuse,Midwest,11
2018_Virginia Tech,East,8,2018_Buffalo,South,13
2018_Virginia Tech,East,8,2018_Davidson,South,12
2018_Virginia Tech,East,8,2018_Georgia State,South,15
2018_Virginia Tech,East,8,2018_Kansas State,South,9
2018_Virginia Tech,East,8,2018_Loyola (IL),South,11
2018_Virginia Tech,East,8,2018_Texas,South,10
2018_Virginia Tech,East,8,2018_UMBC,South,16
2018_Virginia Tech,East,8,2018_Wright State,South,14
2018_Virginia Tech,East,8,2018_Florida State,West,9
2018_Virginia Tech,East,8,2018_Lipscomb,West,15
2018_Virginia Tech,East,8,2018_Missouri,West,8
2018_Virginia Tech,East,8,2018_Montana,West,14
2018_Virginia Tech,East,8,2018_North Carolina Central,West,16
2018_Virginia Tech,East,8,2018_North Carolina-Greensboro,West,13
2018_Virginia Tech,East,8,2018_Providence,West,10
2018_Virginia Tech,East,8,2018_San Diego State,West,11
2018_Virginia Tech,East,8,2018_South Dakota State,West,12
2018_Virginia Tech,East,8,2018_Texas Southern,West,16
2018_West Virginia,East,5,2018_Alabama,East,9
2018_West Virginia,East,5,2018_Arkansas,East,7
2018_West Virginia,East,5,2018_Butler,East,10
2018_West Virginia,East,5,2018_Cal State Fullerton,East,15
2018_West Virginia,East,5,2018_Florida,East,6
2018_West Virginia,East,5,2018_LIU-Brooklyn,East,16
2018_West Virginia,East,5,2018_Marshall,East,13
2018_West Virginia,East,5,2018_Murray State,East,12
2018_West Virginia,East,5,2018_Radford,East,16
2018_West Virginia,East,5,2018_St. Bonaventure,East,11
2018_West Virginia,East,5,2018_Stephen F. Austin,East,14
2018_West Virginia,East,5,2018_UCLA,East,11
2018_West Virginia,East,5,2018_Virginia Tech,East,8
2018_West Virginia,East,5,2018_Arizona State,Midwest,11
2018_West Virginia,East,5,2018_Bucknell,Midwest,14
2018_West Virginia,East,5,2018_College of Charleston,Midwest,13
2018_West Virginia,East,5,2018_Iona,Midwest,15
2018_West Virginia,East,5,2018_New Mexico State,Midwest,12
2018_West Virginia,East,5,2018_North Carolina State,Midwest,9
2018_West Virginia,East,5,2018_Oklahoma,Midwest,10
2018_West Virginia,East,5,2018_Penn,Midwest,16
2018_West Virginia,East,5,2018_Rhode Island,Midwest,7
2018_West Virginia,East,5,2018_Seton Hall,Midwest,8
2018_West Virginia,East,5,2018_Syracuse,Midwest,11
2018_West Virginia,East,5,2018_Texas Christian,Midwest,6
2018_West Virginia,East,5,2018_Buffalo,South,13
2018_West Virginia,East,5,2018_Creighton,South,8
2018_West Virginia,East,5,2018_Davidson,South,12
2018_West Virginia,East,5,2018_Georgia State,South,15
2018_West Virginia,East,5,2018_Kansas State,South,9
2018_West Virginia,East,5,2018_Loyola (IL),South,11
2018_West Virginia,East,5,2018_Miami (FL),South,6
2018_West Virginia,East,5,2018_Nevada,South,7
2018_West Virginia,East,5,2018_Texas,South,10
2018_West Virginia,East,5,2018_UMBC,South,16
2018_West Virginia,East,5,2018_Wright State,South,14
2018_West Virginia,East,5,2018_Florida State,West,9
2018_West Virginia,East,5,2018_Houston,West,6
2018_West Virginia,East,5,2018_Lipscomb,West,15
2018_West Virginia,East,5,2018_Missouri,West,8
2018_West Virginia,East,5,2018_Montana,West,14
2018_West Virginia,East,5,2018_North Carolina Central,West,16
2018_West Virginia,East,5,2018_North Carolina-Greensboro,West,13
2018_West Virginia,East,5,2018_Ohio State,West,5
2018_West Virginia,East,5,2018_Providence,West,10
2018_West Virginia,East,5,2018_San Diego State,West,11
2018_West Virginia,East,5,2018_South Dakota State,West,12
2018_West Virginia,East,5,2018_Texas A&M,West,7
2018_West Virginia,East,5,2018_Texas Southern,West,16
2018_Wichita State,East,4,2018_Alabama,East,9
2018_Wichita State,East,4,2018_Arkansas,East,7
2018_Wichita State,East,4,2018_Butler,East,10
2018_Wichita State,East,4,2018_Cal State Fullerton,East,15
2018_Wichita State,East,4,2018_Florida,East,6
2018_Wichita State,East,4,2018_LIU-Brooklyn,East,16
2018_Wichita State,East,4,2018_Marshall,East,13
2018_Wichita State,East,4,2018_Murray State,East,12
2018_Wichita State,East,4,2018_Radford,East,16
2018_Wichita State,East,4,2018_St. Bonaventure,East,11
2018_Wichita State,East,4,2018_Stephen F. Austin,East,14
2018_Wichita State,East,4,2018_UCLA,East,11
2018_Wichita State,East,4,2018_Virginia Tech,East,8
2018_Wichita State,East,4,2018_West Virginia,East,5
2018_Wichita State,East,4,2018_Arizona State,Midwest,11
2018_Wichita State,East,4,2018_Bucknell,Midwest,14
2018_Wichita State,East,4,2018_Clemson,Midwest,5
2018_Wichita State,East,4,2018_College of Charleston,Midwest,13
2018_Wichita State,East,4,2018_Iona,Midwest,15
2018_Wichita State,East,4,2018_New Mexico State,Midwest,12
2018_Wichita State,East,4,2018_North Carolina State,Midwest,9
2018_Wichita State,East,4,2018_Oklahoma,Midwest,10
2018_Wichita State,East,4,2018_Penn,Midwest,16
2018_Wichita State,East,4,2018_Rhode Island,Midwest,7
2018_Wichita State,East,4,2018_Seton Hall,Midwest,8
2018_Wichita State,East,4,2018_Syracuse,Midwest,11
2018_Wichita State,East,4,2018_Texas Christian,Midwest,6
2018_Wichita State,East,4,2018_Buffalo,South,13
2018_Wichita State,East,4,2018_Creighton,South,8
2018_Wichita State,East,4,2018_Davidson,South,12
2018_Wichita State,East,4,2018_Georgia State,South,15
2018_Wichita State,East,4,2018_Kansas State,South,9
2018_Wichita State,East,4,2018_Kentucky,South,5
2018_Wichita State,East,4,2018_Loyola (IL),South,11
2018_Wichita State,East,4,2018_Miami (FL),South,6
2018_Wichita State,East,4,2018_Nevada,South,7
2018_Wichita State,East,4,2018_Texas,South,10
2018_Wichita State,East,4,2018_UMBC,South,16
2018_Wichita State,East,4,2018_Wright State,South,14
2018_Wichita State,East,4,2018_Florida State,West,9
2018_Wichita State,East,4,2018_Gonzaga,West,4
2018_Wichita State,East,4,2018_Houston,West,6
2018_Wichita State,East,4,2018_Lipscomb,West,15
2018_Wichita State,East,4,2018_Missouri,West,8
2018_Wichita State,East,4,2018_Montana,West,14
2018_Wichita State,East,4,2018_North Carolina Central,West,16
2018_Wichita State,East,4,2018_North Carolina-Greensboro,West,13
2018_Wichita State,East,4,2018_Ohio State,West,5
2018_Wichita State,East,4,2018_Providence,West,10
2018_Wichita State,East,4,2018_San Diego State,West,11
2018_Wichita State,East,4,2018_South Dakota State,West,12
2018_Wichita State,East,4,2018_Texas A&M,West,7
2018_Wichita State,East,4,2018_Texas Southern,West,16
2018_Wright State,South,14,2018_Cal State Fullerton,East,15
2018_Wright State,South,14,2018_LIU-Brooklyn,East,16
2018_Wright State,South,14,2018_Radford,East,16
2018_Wright State,South,14,2018_Stephen F. Austin,East,14
2018_Wright State,South,14,2018_Iona,Midwest,15
2018_Wright State,South,14,2018_Penn,Midwest,16
2018_Wright State,South,14,2018_Georgia State,South,15
2018_Wright State,South,14,2018_UMBC,South,16
2018_Wright State,South,14,2018_Lipscomb,West,15
2018_Wright State,South,14,2018_Montana,West,14
2018_Wright State,South,14,2018_North Carolina Central,West,16
2018_Wright State,South,14,2018_Texas Southern,West,16
2018_Xavier,West,1,2018_Alabama,East,9
2018_Xavier,West,1,2018_Arkansas,East,7
2018_Xavier,West,1,2018_Butler,East,10
2018_Xavier,West,1,2018_Cal State Fullerton,East,15
2018_Xavier,West,1,2018_Florida,East,6
2018_Xavier,West,1,2018_LIU-Brooklyn,East,16
2018_Xavier,West,1,2018_Marshall,East,13
2018_Xavier,West,1,2018_Murray State,East,12
2018_Xavier,West,1,2018_Purdue,East,2
2018_Xavier,West,1,2018_Radford,East,16
2018_Xavier,West,1,2018_St. Bonaventure,East,11
2018_Xavier,West,1,2018_Stephen F. Austin,East,14
2018_Xavier,West,1,2018_Texas Tech,East,3
2018_Xavier,West,1,2018_UCLA,East,11
2018_Xavier,West,1,2018_Virginia Tech,East,8
2018_Xavier,West,1,2018_West Virginia,East,5
2018_Xavier,West,1,2018_Wichita State,East,4
2018_Xavier,West,1,2018_Arizona State,Midwest,11
2018_Xavier,West,1,2018_Auburn,Midwest,4
2018_Xavier,West,1,2018_Bucknell,Midwest,14
2018_Xavier,West,1,2018_Clemson,Midwest,5
2018_Xavier,West,1,2018_College of Charleston,Midwest,13
2018_Xavier,West,1,2018_Duke,Midwest,2
2018_Xavier,West,1,2018_Iona,Midwest,15
2018_Xavier,West,1,2018_Michigan State,Midwest,3
2018_Xavier,West,1,2018_New Mexico State,Midwest,12
2018_Xavier,West,1,2018_North Carolina State,Midwest,9
2018_Xavier,West,1,2018_Oklahoma,Midwest,10
2018_Xavier,West,1,2018_Penn,Midwest,16
2018_Xavier,West,1,2018_Rhode Island,Midwest,7
2018_Xavier,West,1,2018_Seton Hall,Midwest,8
2018_Xavier,West,1,2018_Syracuse,Midwest,11
2018_Xavier,West,1,2018_Texas Christian,Midwest,6
2018_Xavier,West,1,2018_Arizona,South,4
2018_Xavier,West,1,2018_Buffalo,South,13
2018_Xavier,West,1,2018_Cincinnati,South,2
2018_Xavier,West,1,2018_Creighton,South,8
2018_Xavier,West,1,2018_Davidson,South,12
2018_Xavier,West,1,2018_Georgia State,South,15
2018_Xavier,West,1,2018_Kansas State,South,9
2018_Xavier,West,1,2018_Kentucky,South,5
2018_Xavier,West,1,2018_Loyola (IL),South,11
2018_Xavier,West,1,2018_Miami (FL),South,6
2018_Xavier,West,1,2018_Nevada,South,7
2018_Xavier,West,1,2018_Tennessee,South,3
2018_Xavier,West,1,2018_Texas,South,10
2018_Xavier,West,1,2018_UMBC,South,16
2018_Xavier,West,1,2018_Wright State,South,14
2018_Xavier,West,1,2018_Florida State,West,9
2018_Xavier,West,1,2018_Gonzaga,West,4
2018_Xavier,West,1,2018_Houston,West,6
2018_Xavier,West,1,2018_Lipscomb,West,15
2018_Xavier,West,1,2018_Michigan,West,3
2018_Xavier,West,1,2018_Missouri,West,8
2018_Xavier,West,1,2018_Montana,West,14
2018_Xavier,West,1,2018_North Carolina Central,West,16
2018_Xavier,West,1,2018_North Carolina-Greensboro,West,13
2018_Xavier,West,1,2018_Ohio State,West,5
2018_Xavier,West,1,2018_Providence,West,10
2018_Xavier,West,1,2018_San Diego State,West,11
2018_Xavier,West,1,2018_South Dakota State,West,12
2018_Xavier,West,1,2018_Texas A&M,West,7
2018_Xavier,West,1,2018_Texas Southern,West,16
2018_Xavier,West,1,2018_UNC,West,2
